ARTICULO;IMAGEN;PESO;IVA;PRECIOCANO;TIPCANON;COMPRA;VENTA;FAMILIA;MARCA;DENOMINA;URL;STOCK;PARTNUMBER;CODIGOBAR;DESCEXTRTF;EAN;CATEGORIA_ID;SUBCATEGORIA_ID;SUBCATEGORIADEPRODUCTO;CODIGO_MAYORISTA;CODIGO_FABRICANTE;VOLUMEN;SHORTDESC;LONGDESC;HighPic;LowPic;ThumbPic
OR1562234;https://www.dmi.es/photo/153/28860/5312399553123995/th/mrmicro-gaming-i5-7400.jpg;12.00;21;5.45;"Canon Discos Duros Internos";736.93;;"PCs Sobremesa";"MR Micro";"MRMICRO GAMING I5 7400";https://www.dmi.es/ficha/OR1562234;1.00;OR1562234;;"Intel Core i5-7400 (6M Cache, up to 3.50 GHz), 16GB DDR4 2400MHz, 240GB SSD, DVD, Intel HD Graphics 630 + GeForce GTX 1050 Ti 4GB GDDR5, Gigabit LAN, 600W";;150;153;"PC´s Sobremesa";OR1562234;OR1562234;77221.00;"Intel Core i5-7400 (6M Cache, up to 3.50 GHz), 16GB DDR4 2400MHz, 240GB SSD, DVD, Intel HD Graphics 630 + GeForce GTX 1050 Ti 4GB GDDR5, Gigabit LAN, 600W";;https://www.dmi.es/photo/153/28860/5312399553123995/bg/mrmicro-gaming-i5-7400.jpg;https://www.dmi.es/photo/153/28860/5312399553123995/pq/mrmicro-gaming-i5-7400.jpg;https://www.dmi.es/photo/153/28860/5312399553123995/pq/mrmicro-gaming-i5-7400.jpg
CS4235372;https://www.dmi.es/photo/375/28862/79904727990472/th/toner-hp-90x-negro-m4555mfp-24000pag.jpg;0.10;21;0.00;;220.91;;Consumibles;HP;"TONER HP 90X NEGRO M4555MFP 24000PAG";https://www.dmi.es/ficha/CS4235372;1.00;CE390X;;"Cartucho de tóner original LaserJet 90X de alta capacidad negro, 24 000 páginas";0884962517765;225;375;"Tóner y Cartuchos Láser";CS4235372;CE390X;1680.00;"Cartucho de tóner original LaserJet 90X de alta capacidad negro, 24 000 páginas";;https://www.dmi.es/photo/375/28862/79904727990472/bg/toner-hp-90x-negro-m4555mfp-24000pag.jpg;https://www.dmi.es/photo/375/28862/79904727990472/pq/toner-hp-90x-negro-m4555mfp-24000pag.jpg;https://www.dmi.es/photo/375/28862/79904727990472/pq/toner-hp-90x-negro-m4555mfp-24000pag.jpg
PC1301075;https://www.dmi.es/photo/153/28864/3920240839202408/th/pc-lenovo-m710q-sff-i3-7100t-4gb-128gb-ssd-w10p-negro.jpg;3.00;21;5.45;"Canon Discos Duros Internos";405.20;;"PCs Sobremesa";Lenovo;"PC LENOVO M710Q SFF I3-7100T 4GB 128GB SSD W10P NEGRO";https://www.dmi.es/ficha/PC1301075;0.00;10MR004WSP;;"Intel Core i3-7100T (3M Cache, 3.4GHz), 4GB DDR4 2400MHz, 128GB SSD, Intel HD Graphics 630, Gigabit Ethernet, WLAN 802.11 ac/a/b/g/n, Bluetooth 4.1, Windows 10 Pro 64-bit";0191545303173;150;153;"PC´s Sobremesa";PC1301075;10MR004WSP;20250.00;"Intel Core i3-7100T (3M Cache, 3.4GHz), 4GB DDR4 2400MHz, 128GB SSD, Intel HD Graphics 630, Gigabit Ethernet, WLAN 802.11 ac/a/b/g/n, Bluetooth 4.1, Windows 10 Pro 64-bit";;https://www.dmi.es/photo/153/28864/3920240839202408/bg/pc-lenovo-m710q-sff-i3-7100t-4gb-128gb-ssd-w10p-negro.jpg;https://www.dmi.es/photo/153/28864/3920240839202408/pq/pc-lenovo-m710q-sff-i3-7100t-4gb-128gb-ssd-w10p-negro.jpg;https://www.dmi.es/photo/153/28864/3920240839202408/pq/pc-lenovo-m710q-sff-i3-7100t-4gb-128gb-ssd-w10p-negro.jpg
TV0326085;https://www.dmi.es/photo/1584/28868/5535877955358779/th/tv-hitachi-32hb4t61-32--hd-smart-wifi-negro-usb-hdmi-netflix-youtube.jpg;5.00;21;0.00;;159.55;;TV;Hitachi;"TV HITACHI 32HB4T61 32"" HD SMART WIFI NEGRO USB HDMI NETFLIX YOUTUBE";https://www.dmi.es/ficha/TV0326085;0.00;32HB4T61;;"81.28 cm (32 "") HD (1366 x 768), 300cd/m², 5000:1, DVB-T2/C, Smart TV, Bluetooth, Wi-Fi, HDMI, VGA, 2 x 6W, negro";5014024004086;999982;1584;"Televisores LED";TV0326085;32HB4T61;78300.00;"81.28 cm (32 "") HD (1366 x 768), 300cd/m², 5000:1, DVB-T2/C, Smart TV, Bluetooth, Wi-Fi, HDMI, VGA, 2 x 6W, negro";;https://www.dmi.es/photo/1584/28868/5535877955358779/bg/tv-hitachi-32hb4t61-32--hd-smart-wifi-negro-usb-hdmi-netflix-youtube.jpg;https://www.dmi.es/photo/1584/28868/5535877955358779/pq/tv-hitachi-32hb4t61-32--hd-smart-wifi-negro-usb-hdmi-netflix-youtube.jpg;https://www.dmi.es/photo/1584/28868/5535877955358779/pq/tv-hitachi-32hb4t61-32--hd-smart-wifi-negro-usb-hdmi-netflix-youtube.jpg
CA1832015;https://www.dmi.es/photo/5916/28873/3086890330868903/th/cable-alimentacion-gembird-pcie-interna.jpg;0.50;21;0.00;;0.92;;"Cables, Conectores y Adaptadores";Gembird;"CABLE ALIMENTACION GEMBIRD PCIE INTERNA";https://www.dmi.es/ficha/CA1832015;5.00;CC-PSU-SATA;;;8716309086783;830;5916;"Cables Internos de Corriente";CA1832015;CC-PSU-SATA;108.00;;;https://www.dmi.es/photo/5916/28873/3086890330868903/bg/cable-alimentacion-gembird-pcie-interna.jpg;https://www.dmi.es/photo/5916/28873/3086890330868903/pq/cable-alimentacion-gembird-pcie-interna.jpg;https://www.dmi.es/photo/5916/28873/3086890330868903/pq/cable-alimentacion-gembird-pcie-interna.jpg
CS4235483;https://www.dmi.es/photo/375/28874/3952362539523625/th/toner-hp---samsung-sl-c430w-toner-magenta.jpg;0.30;21;0.00;;37.33;;Consumibles;HP;"TONER HP - SAMSUNG SL-C430W TONER MAGENTA";https://www.dmi.es/ficha/CS4235483;3.00;SU234A;;"Samsung CLT-M404S Magenta Toner Cartridge";8806086885607;225;375;"Tóner y Cartuchos Láser";CS4235483;SU234A;5616.00;"Samsung CLT-M404S Magenta Toner Cartridge";;https://www.dmi.es/photo/375/28874/3952362539523625/bg/toner-hp---samsung-sl-c430w-toner-magenta.jpg;https://www.dmi.es/photo/375/28874/3952362539523625/pq/toner-hp---samsung-sl-c430w-toner-magenta.jpg;https://www.dmi.es/photo/375/28874/3952362539523625/pq/toner-hp---samsung-sl-c430w-toner-magenta.jpg
CS4235484;https://www.dmi.es/photo/375/28875/3952360239523602/th/toner-hp---samsung-sl-c430w-toner-cian.jpg;0.30;21;0.00;;36.92;;Consumibles;HP;"TONER HP - SAMSUNG SL-C430W TONER CIAN";https://www.dmi.es/ficha/CS4235484;2.00;ST966A;;"Samsung CLT-C404S Cyan Toner Cartridge";8806086885386;225;375;"Tóner y Cartuchos Láser";CS4235484;ST966A;5616.00;"Samsung CLT-C404S Cyan Toner Cartridge";;https://www.dmi.es/photo/375/28875/3952360239523602/bg/toner-hp---samsung-sl-c430w-toner-cian.jpg;https://www.dmi.es/photo/375/28875/3952360239523602/pq/toner-hp---samsung-sl-c430w-toner-cian.jpg;https://www.dmi.es/photo/375/28875/3952360239523602/pq/toner-hp---samsung-sl-c430w-toner-cian.jpg
CN21349035;https://www.dmi.es/photo/262/28876/3857328338573283/th/ap-devolo-gigagate-starter-kit-sobremesa.jpg;2.00;21;0.00;;198.84;;Redes;Devolo;"AP DEVOLO GIGAGATE STARTER KIT SOBREMESA";https://www.dmi.es/ficha/CN21349035;10.00;9974;;"GigaGate Starter Kit, IEEE 802.3/802.3u/802.3ab/802.3x/802.11a/b/g/n/ac, Auto MDI-X, Wi-Fi 300 - 1733mbps, 2.4-5GHz, Ethernet 10/100/1000, 5x RJ-45, 12V DC 2A, Negro";4250059699748;242;262;Repetidores;CN21349035;9974;5472.00;"GigaGate Starter Kit, IEEE 802.3/802.3u/802.3ab/802.3x/802.11a/b/g/n/ac, Auto MDI-X, Wi-Fi 300 - 1733mbps, 2.4-5GHz, Ethernet 10/100/1000, 5x RJ-45, 12V DC 2A, Negro";;https://www.dmi.es/photo/262/28876/3857328338573283/bg/ap-devolo-gigagate-starter-kit-sobremesa.jpg;https://www.dmi.es/photo/262/28876/3857328338573283/pq/ap-devolo-gigagate-starter-kit-sobremesa.jpg;https://www.dmi.es/photo/262/28876/3857328338573283/pq/ap-devolo-gigagate-starter-kit-sobremesa.jpg
CN24349006;https://www.dmi.es/photo/2049/28877/3871881538718815/th/repetidor-devolo-wifi-repeater.jpg;0.50;21;0.00;;34.51;;Redes;Devolo;"REPETIDOR DEVOLO WIFI REPEATER";https://www.dmi.es/ficha/CN24349006;31.00;9446;;"802.11b/g/n, Fast Ethernet, WPS, 3.9W";4250059694460;242;2049;"Amplificadores de Red";CN24349006;9446;1824.00;"802.11b/g/n, Fast Ethernet, WPS, 3.9W";;https://www.dmi.es/photo/2049/28877/3871881538718815/bg/repetidor-devolo-wifi-repeater.jpg;https://www.dmi.es/photo/2049/28877/3871881538718815/pq/repetidor-devolo-wifi-repeater.jpg;https://www.dmi.es/photo/2049/28877/3871881538718815/pq/repetidor-devolo-wifi-repeater.jpg
CN24349007;https://www.dmi.es/photo/262/28878/3201402132014021/th/repetidor-devolo-wifi-repeater-ac.jpg;0.50;21;0.00;;60.47;;Redes;Devolo;"REPETIDOR DEVOLO WIFI REPEATER AC";https://www.dmi.es/ficha/CN24349007;28.00;9790;;;4250059697904;242;262;Repetidores;CN24349007;9790;1824.00;;;https://www.dmi.es/photo/262/28878/3201402132014021/bg/repetidor-devolo-wifi-repeater-ac.jpg;https://www.dmi.es/photo/262/28878/3201402132014021/pq/repetidor-devolo-wifi-repeater-ac.jpg;https://www.dmi.es/photo/262/28878/3201402132014021/pq/repetidor-devolo-wifi-repeater-ac.jpg
CN27349019;https://www.dmi.es/photo/182/28879/3015002030150020/th/repetidor-devolo-wifi-stick-ac.jpg;0.50;21;0.00;;25.86;;Redes;Devolo;"REPETIDOR DEVOLO WIFI STICK AC";https://www.dmi.es/ficha/CN27349019;31.00;9707;;;4250059697072;242;182;"Adaptadores y Tarjetas de red";CN27349019;9707;912.00;;;https://www.dmi.es/photo/182/28879/3015002030150020/bg/repetidor-devolo-wifi-stick-ac.jpg;https://www.dmi.es/photo/182/28879/3015002030150020/pq/repetidor-devolo-wifi-stick-ac.jpg;https://www.dmi.es/photo/182/28879/3015002030150020/pq/repetidor-devolo-wifi-stick-ac.jpg
CN23349003;https://www.dmi.es/photo/2505/28881/3926199639261996/th/powerline-wifi-devolo-dlan-1200+-ac-plc-av1200-con-enchufe.jpg;0.50;21;0.00;;112.35;;Redes;Devolo;"POWERLINE WIFI DEVOLO DLAN 1200+ AC PLC AV1200 CON ENCHUFE";https://www.dmi.es/ficha/CN23349003;19.00;9447;;"dLAN 1200+ WiFi ac PLC, 2x RJ45, 10/100/1000 mbps, 196-250 V, 50 Hz, Blanco";4250059694477;242;2505;Powerline;CN23349003;9447;1824.00;"dLAN 1200+ WiFi ac PLC, 2x RJ45, 10/100/1000 mbps, 196-250 V, 50 Hz, Blanco";;https://www.dmi.es/photo/2505/28881/3926199639261996/bg/powerline-wifi-devolo-dlan-1200+-ac-plc-av1200-con-enchufe.jpg;https://www.dmi.es/photo/2505/28881/3926199639261996/pq/powerline-wifi-devolo-dlan-1200+-ac-plc-av1200-con-enchufe.jpg;https://www.dmi.es/photo/2505/28881/3926199639261996/pq/powerline-wifi-devolo-dlan-1200+-ac-plc-av1200-con-enchufe.jpg
CN13349032;https://www.dmi.es/photo/2505/28883/3871962438719624/th/powerline-devolo-dlan-500-duo-plc-av500.jpg;0.50;21;0.00;;34.51;;Redes;Devolo;"POWERLINE DEVOLO DLAN 500 DUO PLC AV500";https://www.dmi.es/ficha/CN13349032;12.00;9611;;"dLAN 500 duo PLC, 500 Mbps, 10/100 Mbps, 2x RJ-45, 196-250 V, 50-60Hz, Blanco";4250059696112;242;2505;Powerline;CN13349032;9611;1824.00;"dLAN 500 duo PLC, 500 Mbps, 10/100 Mbps, 2x RJ-45, 196-250 V, 50-60Hz, Blanco";;https://www.dmi.es/photo/2505/28883/3871962438719624/bg/powerline-devolo-dlan-500-duo-plc-av500.jpg;https://www.dmi.es/photo/2505/28883/3871962438719624/pq/powerline-devolo-dlan-500-duo-plc-av500.jpg;https://www.dmi.es/photo/2505/28883/3871962438719624/pq/powerline-devolo-dlan-500-duo-plc-av500.jpg
CN13349033;https://www.dmi.es/photo/2505/28884/3872069538720695/th/powerline-devolo-dlan-500-duo-starter-av500-kit-3-uds.jpg;1.00;21;0.00;;86.40;;Redes;Devolo;"POWERLINE DEVOLO DLAN 500 DUO STARTER AV500 KIT 3 UDS";https://www.dmi.es/ficha/CN13349033;38.00;9613;;"dLAN 500 duo Network Kit PLC, 500 Mbps, 10/100 Mbps, 2x RJ-45, 196-250 V, 50-60Hz, Blanco";4250059696136;242;2505;Powerline;CN13349033;9613;3496.00;"dLAN 500 duo Network Kit PLC, 500 Mbps, 10/100 Mbps, 2x RJ-45, 196-250 V, 50-60Hz, Blanco";;https://www.dmi.es/photo/2505/28884/3872069538720695/bg/powerline-devolo-dlan-500-duo-starter-av500-kit-3-uds.jpg;https://www.dmi.es/photo/2505/28884/3872069538720695/pq/powerline-devolo-dlan-500-duo-starter-av500-kit-3-uds.jpg;https://www.dmi.es/photo/2505/28884/3872069538720695/pq/powerline-devolo-dlan-500-duo-starter-av500-kit-3-uds.jpg
CN13349034;https://www.dmi.es/photo/2505/28885/3871944738719447/th/powerline-devolo-dlan-500-duo-starter-av500-kit-2-uds.jpg;1.00;21;0.00;;60.47;;Redes;Devolo;"POWERLINE DEVOLO DLAN 500 DUO STARTER AV500 KIT 2 UDS";https://www.dmi.es/ficha/CN13349034;21.00;9612;;"DLAN 500 duo Starter Kit, 128 Bit AES, 300m, 2x RJ-45";4250059696129;242;2505;Powerline;CN13349034;9612;3496.00;"DLAN 500 duo Starter Kit, 128 Bit AES, 300m, 2x RJ-45";;https://www.dmi.es/photo/2505/28885/3871944738719447/bg/powerline-devolo-dlan-500-duo-starter-av500-kit-2-uds.jpg;https://www.dmi.es/photo/2505/28885/3871944738719447/pq/powerline-devolo-dlan-500-duo-starter-av500-kit-2-uds.jpg;https://www.dmi.es/photo/2505/28885/3871944738719447/pq/powerline-devolo-dlan-500-duo-starter-av500-kit-2-uds.jpg
CN23349005;https://www.dmi.es/photo/182/28886/1749314017493140/th/powerline-wifi-devolo-dlan-500-plc-av500.jpg;0.50;21;0.00;;60.47;;Redes;Devolo;"POWERLINE WIFI DEVOLO DLAN 500 PLC AV500";https://www.dmi.es/ficha/CN23349005;22.00;9080;;;4250059690806;242;182;"Adaptadores y Tarjetas de red";CN23349005;9080;1824.00;;;https://www.dmi.es/photo/182/28886/1749314017493140/bg/powerline-wifi-devolo-dlan-500-plc-av500.jpg;https://www.dmi.es/photo/182/28886/1749314017493140/pq/powerline-wifi-devolo-dlan-500-plc-av500.jpg;https://www.dmi.es/photo/182/28886/1749314017493140/pq/powerline-wifi-devolo-dlan-500-plc-av500.jpg
CN23349006;https://www.dmi.es/photo/2505/28887/2467743724677437/th/powerline-wifi-devolo-dlan-500-plc-av500-network-kit-3-uds.jpg;1.00;21;0.00;;129.65;;Redes;Devolo;"POWERLINE WIFI DEVOLO DLAN 500 PLC AV500 NETWORK KIT 3 UDS";https://www.dmi.es/ficha/CN23349006;3.00;9277;;"dLAN 500 WiFi, 500Mbps, Auto MDI/X, HomePlug, Wi-Fi b/g/n, 2.4GHz, Network Kit";4250059692770;242;2505;Powerline;CN23349006;9277;3496.00;"dLAN 500 WiFi, 500Mbps, Auto MDI/X, HomePlug, Wi-Fi b/g/n, 2.4GHz, Network Kit";;https://www.dmi.es/photo/2505/28887/2467743724677437/bg/powerline-wifi-devolo-dlan-500-plc-av500-network-kit-3-uds.jpg;https://www.dmi.es/photo/2505/28887/2467743724677437/pq/powerline-wifi-devolo-dlan-500-plc-av500-network-kit-3-uds.jpg;https://www.dmi.es/photo/2505/28887/2467743724677437/pq/powerline-wifi-devolo-dlan-500-plc-av500-network-kit-3-uds.jpg
CN23349007;https://www.dmi.es/photo/2505/28888/2386977923869779/th/powerline-wifi-devolo-dlan-500-plc-starter-kit-2-uds.jpg;1.00;21;0.00;;86.40;;Redes;Devolo;"POWERLINE WIFI DEVOLO DLAN 500 PLC STARTER KIT 2 UDS";https://www.dmi.es/ficha/CN23349007;100.00;9276;;"dLAN 500 WiFi, 500Mbps, Auto MDI/X, HomePlug, Wi-Fi b/g/n, 2.4GHz, Starter Kit";4250059692763;242;2505;Powerline;CN23349007;9276;3496.00;"dLAN 500 WiFi, 500Mbps, Auto MDI/X, HomePlug, Wi-Fi b/g/n, 2.4GHz, Starter Kit";;https://www.dmi.es/photo/2505/28888/2386977923869779/bg/powerline-wifi-devolo-dlan-500-plc-starter-kit-2-uds.jpg;https://www.dmi.es/photo/2505/28888/2386977923869779/pq/powerline-wifi-devolo-dlan-500-plc-starter-kit-2-uds.jpg;https://www.dmi.es/photo/2505/28888/2386977923869779/pq/powerline-wifi-devolo-dlan-500-plc-starter-kit-2-uds.jpg
CN13349035;https://www.dmi.es/photo/2505/28889/3871875238718752/th/powerline-devolo-dlan-550-duo+-plc-av550.jpg;0.50;21;0.00;;38.84;;Redes;Devolo;"POWERLINE DEVOLO DLAN 550 DUO+ PLC AV550";https://www.dmi.es/ficha/CN13349035;4.00;9490;;"dLAN 550 duo+ PLC, 2x RJ45, 500 Mbps, 10/100 Mbps Ethernet, 196-250 V, 50-60Hz, Blanco";4250059694903;242;2505;Powerline;CN13349035;9490;1824.00;"dLAN 550 duo+ PLC, 2x RJ45, 500 Mbps, 10/100 Mbps Ethernet, 196-250 V, 50-60Hz, Blanco";;https://www.dmi.es/photo/2505/28889/3871875238718752/bg/powerline-devolo-dlan-550-duo+-plc-av550.jpg;https://www.dmi.es/photo/2505/28889/3871875238718752/pq/powerline-devolo-dlan-550-duo+-plc-av550.jpg;https://www.dmi.es/photo/2505/28889/3871875238718752/pq/powerline-devolo-dlan-550-duo+-plc-av550.jpg
CN13349036;https://www.dmi.es/photo/2505/28890/3871888638718886/th/powerline-devolo-dlan-550-duo+starter-av550-kit-2-uds.jpg;1.00;21;0.00;;69.10;;Redes;Devolo;"POWERLINE DEVOLO DLAN 550 DUO+STARTER AV550 KIT 2 UDS";https://www.dmi.es/ficha/CN13349036;13.00;9491;;"500 Mbps, 10/100Mbps Ethernet, 400m Max, HomePlug, 2 Pack";4250059694910;242;2505;Powerline;CN13349036;9491;3496.00;"500 Mbps, 10/100Mbps Ethernet, 400m Max, HomePlug, 2 Pack";;https://www.dmi.es/photo/2505/28890/3871888638718886/bg/powerline-devolo-dlan-550-duo+starter-av550-kit-2-uds.jpg;https://www.dmi.es/photo/2505/28890/3871888638718886/pq/powerline-devolo-dlan-550-duo+starter-av550-kit-2-uds.jpg;https://www.dmi.es/photo/2505/28890/3871888638718886/pq/powerline-devolo-dlan-550-duo+starter-av550-kit-2-uds.jpg
CN23349008;https://www.dmi.es/photo/2505/28891/3871941638719416/th/powerline-wifi-devolo-dlan-550-plc.jpg;1.00;21;0.00;;69.10;;Redes;Devolo;"POWERLINE WIFI DEVOLO DLAN 550 PLC";https://www.dmi.es/ficha/CN23349008;28.00;9630;;"dLAN 550 WiFi PLC, 1x RJ45, 10/100 mbps, 196-250 AC, 50 Hz, Blanco";4250059696303;242;2505;Powerline;CN23349008;9630;3496.00;"dLAN 550 WiFi PLC, 1x RJ45, 10/100 mbps, 196-250 AC, 50 Hz, Blanco";;https://www.dmi.es/photo/2505/28891/3871941638719416/bg/powerline-wifi-devolo-dlan-550-plc.jpg;https://www.dmi.es/photo/2505/28891/3871941638719416/pq/powerline-wifi-devolo-dlan-550-plc.jpg;https://www.dmi.es/photo/2505/28891/3871941638719416/pq/powerline-wifi-devolo-dlan-550-plc.jpg
CN23349009;https://www.dmi.es/photo/2505/28892/3871942138719421/th/powerline-wifi-devolo-dlan-550-plc-network-kit-3-uds.jpg;1.00;21;0.00;;155.60;;Redes;Devolo;"POWERLINE WIFI DEVOLO DLAN 550 PLC NETWORK KIT 3 UDS";https://www.dmi.es/ficha/CN23349009;15.00;9644;;"dLAN 550 WiFi Network Kit PLC, 10/100 mbps, 196-250 AC, 50 Hz, Blanco";4250059696440;242;2505;Powerline;CN23349009;9644;3496.00;"dLAN 550 WiFi Network Kit PLC, 10/100 mbps, 196-250 AC, 50 Hz, Blanco";;https://www.dmi.es/photo/2505/28892/3871942138719421/bg/powerline-wifi-devolo-dlan-550-plc-network-kit-3-uds.jpg;https://www.dmi.es/photo/2505/28892/3871942138719421/pq/powerline-wifi-devolo-dlan-550-plc-network-kit-3-uds.jpg;https://www.dmi.es/photo/2505/28892/3871942138719421/pq/powerline-wifi-devolo-dlan-550-plc-network-kit-3-uds.jpg
CN23349010;https://www.dmi.es/photo/2505/28893/3871937138719371/th/powerline-wifi-devolo-dlan-550-plc-starter-kit-2-uds.jpg;1.00;21;0.00;;103.70;;Redes;Devolo;"POWERLINE WIFI DEVOLO DLAN 550 PLC STARTER KIT 2 UDS";https://www.dmi.es/ficha/CN23349010;36.00;9637;;"Powerline 500 Mbps, 10/100Mbps Ethernet, Wi-Fi 300 mbps, 400m Max, HomePlug, 2 Pack";4250059696372;242;2505;Powerline;CN23349010;9637;3496.00;"Powerline 500 Mbps, 10/100Mbps Ethernet, Wi-Fi 300 mbps, 400m Max, HomePlug, 2 Pack";;https://www.dmi.es/photo/2505/28893/3871937138719371/bg/powerline-wifi-devolo-dlan-550-plc-starter-kit-2-uds.jpg;https://www.dmi.es/photo/2505/28893/3871937138719371/pq/powerline-wifi-devolo-dlan-550-plc-starter-kit-2-uds.jpg;https://www.dmi.es/photo/2505/28893/3871937138719371/pq/powerline-wifi-devolo-dlan-550-plc-starter-kit-2-uds.jpg
CN23349011;https://www.dmi.es/photo/2505/28894/3459747834597478/th/powerline-wifi-devolo-dlan-550+-plc.jpg;0.50;21;0.00;;77.76;;Redes;Devolo;"POWERLINE WIFI DEVOLO DLAN 550+ PLC";https://www.dmi.es/ficha/CN23349011;16.00;9833;;;4250059698338;242;2505;Powerline;CN23349011;9833;1824.00;;;https://www.dmi.es/photo/2505/28894/3459747834597478/bg/powerline-wifi-devolo-dlan-550+-plc.jpg;https://www.dmi.es/photo/2505/28894/3459747834597478/pq/powerline-wifi-devolo-dlan-550+-plc.jpg;https://www.dmi.es/photo/2505/28894/3459747834597478/pq/powerline-wifi-devolo-dlan-550+-plc.jpg
CN23349012;https://www.dmi.es/photo/262/28895/3459754134597541/th/powerline-wifi-devolo-dlan-plc-550+-starter-kit-2-uds-con-enchufe.jpg;1.00;21;0.00;;115.02;;Redes;Devolo;"POWERLINE WIFI DEVOLO DLAN PLC 550+ STARTER KIT 2 UDS CON ENCHUFE";https://www.dmi.es/ficha/CN23349012;58.00;9841;;;4250059698413;242;262;Repetidores;CN23349012;9841;3496.00;;;https://www.dmi.es/photo/262/28895/3459754134597541/bg/powerline-wifi-devolo-dlan-plc-550+-starter-kit-2-uds-con-enchufe.jpg;https://www.dmi.es/photo/262/28895/3459754134597541/pq/powerline-wifi-devolo-dlan-plc-550+-starter-kit-2-uds-con-enchufe.jpg;https://www.dmi.es/photo/262/28895/3459754134597541/pq/powerline-wifi-devolo-dlan-plc-550+-starter-kit-2-uds-con-enchufe.jpg
CN24164008;https://www.dmi.es/photo/2049/28896/2252733322527333/th/repetidor-tp-link-n300-1-port-con-enchufe.jpg;0.50;21;0.00;;18.05;;Redes;TP-LINK;"REPETIDOR TP-LINK N300 1 PORT CON ENCHUFE";https://www.dmi.es/ficha/CN24164008;73.00;TL-WA860RE;;;;242;2049;"Amplificadores de Red";CN24164008;TL-WA860RE;1440.00;;;https://www.dmi.es/photo/2049/28896/2252733322527333/bg/repetidor-tp-link-n300-1-port-con-enchufe.jpg;https://www.dmi.es/photo/2049/28896/2252733322527333/pq/repetidor-tp-link-n300-1-port-con-enchufe.jpg;https://www.dmi.es/photo/2049/28896/2252733322527333/pq/repetidor-tp-link-n300-1-port-con-enchufe.jpg
CN21354036;https://www.dmi.es/photo/3982/28899/3550655335506553/th/cpe-mikrotik-disc-lite5-exterior-5ghz-20dbi.jpg;0.50;21;0.00;;34.16;;Redes;Mikrotik;"CPE MIKROTIK DISC LITE5 EXTERIOR 5GHZ 20DBI";https://www.dmi.es/ficha/CN21354036;7.00;RBDisc-5nD;;;2509011716590;242;3982;"Routers Wireless";CN21354036;RBDisc-5nD;7830.00;;;https://www.dmi.es/photo/3982/28899/3550655335506553/bg/cpe-mikrotik-disc-lite5-exterior-5ghz-20dbi.jpg;https://www.dmi.es/photo/3982/28899/3550655335506553/pq/cpe-mikrotik-disc-lite5-exterior-5ghz-20dbi.jpg;https://www.dmi.es/photo/3982/28899/3550655335506553/pq/cpe-mikrotik-disc-lite5-exterior-5ghz-20dbi.jpg
CN25354012;https://www.dmi.es/photo/909/28900/5791678557916785/th/cpe-mikrotik-routeros-exterior-5ghz-24-5-dbi.jpg;1.50;21;0.00;;42.93;;Redes;Mikrotik;"CPE MIKROTIK ROUTEROS EXTERIOR 5GHZ 24,5 DBI";https://www.dmi.es/ficha/CN25354012;0.00;RBLHG-5nD;;;2522041615077;242;909;"Puntos de Acceso WLAN";CN25354012;RBLHG-5nD;29670.00;;;https://www.dmi.es/photo/909/28900/5791678557916785/bg/cpe-mikrotik-routeros-exterior-5ghz-24-5-dbi.jpg;https://www.dmi.es/photo/909/28900/5791678557916785/pq/cpe-mikrotik-routeros-exterior-5ghz-24-5-dbi.jpg;https://www.dmi.es/photo/909/28900/5791678557916785/pq/cpe-mikrotik-routeros-exterior-5ghz-24-5-dbi.jpg
CN21354037;https://www.dmi.es/photo/909/28901/2975690129756901/th/ap-mikrotik-hap-lite-sobremesa-n300.jpg;0.10;21;0.00;;16.10;;Redes;Mikrotik;"AP MIKROTIK HAP LITE SOBREMESA N300";https://www.dmi.es/ficha/CN21354037;1.00;RB941-2nD-TC;;;2515101505586;242;909;"Puntos de Acceso WLAN";CN21354037;RB941-2nD-TC;1560.00;;;https://www.dmi.es/photo/909/28901/2975690129756901/bg/ap-mikrotik-hap-lite-sobremesa-n300.jpg;https://www.dmi.es/photo/909/28901/2975690129756901/pq/ap-mikrotik-hap-lite-sobremesa-n300.jpg;https://www.dmi.es/photo/909/28901/2975690129756901/pq/ap-mikrotik-hap-lite-sobremesa-n300.jpg
LB13354113;https://www.dmi.es/photo/827/28902/2621981326219813/th/adaptador-corriente-mikrotik-24v.jpg;0.10;21;0.00;;4.93;;"Accesorios portátiles";Mikrotik;"ADAPTADOR CORRIENTE MIKROTIK 24V";https://www.dmi.es/ficha/LB13354113;90.00;18POW;;;2610000002348;999998;827;"Cargadores, Adaptadores e Inversores de Corriente";LB13354113;18POW;315.00;;;https://www.dmi.es/photo/827/28902/2621981326219813/bg/adaptador-corriente-mikrotik-24v.jpg;https://www.dmi.es/photo/827/28902/2621981326219813/pq/adaptador-corriente-mikrotik-24v.jpg;https://www.dmi.es/photo/827/28902/2621981326219813/pq/adaptador-corriente-mikrotik-24v.jpg
